age,gender,height,weight,goal_weight,goal,activity,workout_days,sleep,water,target_calories,workout_intensity
64,male,172.8,77.8,86.9,muscle gain,moderately active,2,5.7,3.05,2575,Moderate
52,female,171.2,55.6,55.6,maintenance,sedentary,2,8.9,2.54,1232,Low
62,male,183.6,57.1,61.5,muscle gain,lightly active,2,8.6,0.89,1965,Low
47,female,172.9,81.1,81.1,endurance,lightly active,3,7.9,3.17,2263,High
18,female,165.6,74.7,74.7,recomposition,sedentary,1,4.9,1.94,1647,Low
34,female,172.5,74.7,74.7,recomposition,sedentary,3,7.8,2.72,1821,Low
60,female,160.1,84.6,79.8,fat loss,lightly active,4,6.0,2.41,1459,Low
18,female,161.6,74.3,77.8,muscle gain,sedentary,3,7.5,4.07,2078,Low
21,female,171.4,54.1,54.1,maintenance,very active,3,5.3,3.94,2287,Moderate
61,male,163.1,78.3,78.3,maintenance,lightly active,2,7.3,2.18,2146,Low
19,male,163.7,72.0,72.0,endurance,lightly active,1,6.6,1.56,2350,Moderate
67,female,155.7,61.8,61.8,recomposition,sedentary,6,6.1,1.61,1264,Low
56,female,161.6,67.4,71.7,muscle gain,moderately active,6,7.7,2.69,2317,High
51,female,158.2,66.1,66.1,maintenance,sedentary,3,6.9,2.12,1522,Low
44,female,175.1,44.7,44.7,recomposition,moderately active,5,6.8,1.72,1638,High
20,male,170.3,85.6,85.6,maintenance,extremely active,1,7.9,2.13,3078,Moderate
38,male,171.1,71.9,71.9,maintenance,very active,2,9.3,2.82,2748,High
59,female,155.7,60.1,60.1,recomposition,sedentary,4,7.3,2.45,1308,Low
64,female,157.6,82.6,92.0,muscle gain,sedentary,5,4.8,2.16,1804,Low
40,male,186.9,89.2,79.9,fat loss,extremely active,5,5.1,2.25,2686,High
61,male,180.6,93.2,93.2,maintenance,extremely active,3,7.1,2.39,3376,High
57,male,177.3,57.7,64.2,muscle gain,lightly active,6,8.2,2.66,2250,High
19,male,184.3,85.4,85.4,maintenance,moderately active,4,7.2,2.7,3218,High
49,female,179.0,66.3,66.3,endurance,lightly active,2,7.6,1.35,1959,Moderate
49,female,156.4,62.7,62.7,recomposition,moderately active,3,6.9,2.62,2025,Moderate
45,female,153.1,79.2,79.2,recomposition,lightly active,2,8.2,2.25,1935,Moderate
57,female,174.8,64.4,64.4,maintenance,extremely active,1,7.7,1.79,2477,High
64,male,173.8,71.3,71.3,endurance,moderately active,1,5.8,2.24,2454,Moderate
45,male,167.2,82.6,82.6,endurance,sedentary,3,7.5,3.31,2254,Moderate
33,male,182.2,77.6,77.6,recomposition,lightly active,1,5.1,3.07,2160,Low
69,male,178.8,89.8,84.7,fat loss,extremely active,6,7.5,2.57,2424,High
68,female,164.0,69.3,76.4,muscle gain,lightly active,6,6.7,1.87,1729,High
53,male,163.6,85.3,85.3,endurance,extremely active,5,7.2,1.55,3174,High
50,male,188.3,93.7,87.2,fat loss,very active,5,7.4,1.84,2446,High
21,female,157.1,63.4,63.4,maintenance,extremely active,4,7.3,2.51,2510,High
37,female,175.7,79.2,79.2,recomposition,sedentary,5,8.7,2.52,1757,Moderate
26,male,170.7,50.8,54.3,muscle gain,lightly active,6,7.0,2.04,2048,High
43,male,184.2,87.2,87.2,recomposition,extremely active,4,7.2,3.11,3541,High
60,female,156.3,71.5,63.9,fat loss,sedentary,5,8.6,2.77,1266,Low
28,female,164.9,65.4,72.4,muscle gain,sedentary,2,9.3,0.64,1808,Moderate
69,female,166.1,85.7,88.7,muscle gain,sedentary,6,7.0,2.58,2033,Low
22,male,165.4,98.7,93.0,fat loss,sedentary,5,6.4,3.03,1882,Moderate
21,male,182.9,105.8,105.8,maintenance,very active,1,6.4,2.64,3863,Moderate
68,male,180.6,67.1,67.1,maintenance,lightly active,2,7.5,2.91,1850,Low
21,female,170.9,69.0,69.0,endurance,sedentary,1,6.8,2.32,1842,Low
55,female,161.6,78.0,78.0,maintenance,very active,2,4.9,2.45,2424,Moderate
57,female,158.0,48.9,48.9,recomposition,lightly active,5,8.3,2.47,1333,Moderate
33,female,169.9,79.3,68.6,fat loss,sedentary,5,8.0,2.63,1452,High
19,female,166.5,68.9,59.9,fat loss,extremely active,6,8.4,2.09,2225,High
32,male,172.4,88.4,97.4,muscle gain,moderately active,1,8.6,3.26,3206,High
19,male,171.1,62.8,70.5,muscle gain,moderately active,4,7.2,3.5,2809,High
52,female,162.2,61.3,61.3,endurance,extremely active,5,7.3,2.13,2630,High
63,male,181.6,71.0,71.0,maintenance,lightly active,6,8.2,1.68,1985,Low
69,male,178.2,77.0,77.0,maintenance,moderately active,1,5.5,1.56,2406,Low
59,male,178.5,89.7,89.7,endurance,very active,4,6.6,2.78,3252,High
57,male,170.6,75.4,75.4,endurance,sedentary,1,6.9,2.91,1796,Low
63,female,172.8,61.0,61.0,recomposition,lightly active,1,8.1,2.79,1553,Low
57,female,151.8,57.2,57.2,maintenance,sedentary,6,6.4,2.85,1303,Low
51,female,157.4,48.1,50.3,muscle gain,moderately active,6,6.1,2.1,1985,High
69,male,157.3,70.9,63.7,fat loss,very active,2,6.5,1.11,1881,High
33,male,164.0,89.5,83.1,fat loss,sedentary,6,7.6,2.15,1766,Moderate
38,male,172.7,93.8,93.8,endurance,sedentary,6,6.9,3.66,2423,Moderate
64,male,191.6,85.8,76.0,fat loss,moderately active,4,5.3,2.69,1801,Moderate
32,female,162.0,46.0,46.0,maintenance,lightly active,2,5.5,2.8,1591,Moderate
32,female,150.2,72.4,72.4,maintenance,sedentary,5,7.2,3.13,1568,Low
24,female,160.0,58.6,58.6,maintenance,very active,4,7.2,1.91,2454,High
30,male,187.4,81.4,72.3,fat loss,very active,3,7.0,2.66,2646,High
48,female,163.3,60.8,60.8,maintenance,moderately active,6,6.4,2.86,2003,Moderate
63,male,179.9,99.4,112.1,muscle gain,lightly active,4,7.9,1.85,2872,Moderate
23,male,172.6,93.5,106.5,muscle gain,sedentary,2,7.4,2.75,2575,Moderate
52,female,162.0,66.5,66.5,endurance,lightly active,3,7.4,3.41,1905,Moderate
57,male,175.6,98.9,98.9,maintenance,moderately active,2,7.4,2.22,2796,Moderate
64,male,170.4,93.2,93.2,maintenance,extremely active,4,8.9,1.29,3442,High
56,female,158.6,86.1,82.1,fat loss,sedentary,2,5.8,2.62,1268,Low
24,male,163.8,78.9,78.9,endurance,extremely active,4,6.5,2.04,3598,High
42,female,167.8,80.4,80.4,maintenance,moderately active,3,6.6,2.63,2247,Moderate
67,male,175.3,52.4,52.4,recomposition,moderately active,1,8.5,1.91,1976,Low
65,female,168.8,56.7,56.7,maintenance,lightly active,1,6.6,2.54,1415,Low
49,male,163.5,95.3,109.1,muscle gain,extremely active,1,6.0,3.36,3752,High
68,male,168.1,78.8,81.4,muscle gain,sedentary,1,6.9,2.48,2003,Low
52,female,167.7,62.3,59.7,fat loss,lightly active,1,7.1,1.35,1371,Moderate
19,male,173.5,81.4,81.4,endurance,lightly active,4,8.4,2.76,2334,High
65,female,167.2,57.0,57.0,maintenance,moderately active,4,6.5,2.51,1753,Moderate
25,male,168.8,68.7,78.1,muscle gain,moderately active,1,6.2,2.65,2838,High
36,female,148.2,59.3,59.3,recomposition,extremely active,3,5.9,3.18,1899,High
28,female,158.8,71.9,69.0,fat loss,sedentary,2,6.6,2.13,1261,Low
54,male,175.7,58.7,58.7,maintenance,moderately active,4,10.0,2.3,2222,Moderate
17,male,177.6,81.7,81.7,maintenance,moderately active,4,7.5,1.78,2933,Moderate
50,female,162.0,57.7,57.7,endurance,lightly active,4,7.7,2.64,1696,Moderate
62,female,157.1,82.1,82.1,recomposition,sedentary,3,7.0,2.62,1522,Low
58,male,172.6,81.0,81.0,recomposition,extremely active,1,7.2,2.32,2899,High
32,male,178.8,90.7,94.2,muscle gain,lightly active,5,7.9,3.02,2785,High
64,female,161.5,46.6,46.6,maintenance,sedentary,5,7.7,1.77,1180,Low
35,female,160.0,83.5,83.5,endurance,moderately active,6,7.4,2.59,2234,High
52,male,188.3,86.7,74.0,fat loss,sedentary,5,7.0,2.92,1657,Low
43,male,168.3,94.5,94.5,recomposition,very active,2,6.6,2.12,2921,High
19,female,169.2,82.1,88.3,muscle gain,very active,5,7.5,1.54,3367,High
16,male,166.9,100.2,100.2,recomposition,lightly active,6,7.1,1.31,2555,Moderate
25,male,179.6,65.9,65.9,maintenance,sedentary,1,9.6,2.61,2240,Low
66,female,162.0,69.4,69.4,recomposition,sedentary,4,8.3,3.69,1546,Low
67,male,171.4,83.6,91.6,muscle gain,sedentary,4,6.2,2.07,2129,Low
38,female,160.9,83.0,83.0,endurance,moderately active,6,5.6,2.82,2356,High
68,male,161.2,84.0,84.0,endurance,lightly active,4,6.5,0.8,2481,Moderate
18,female,153.8,48.4,48.4,recomposition,very active,6,5.7,2.76,2045,High
68,male,178.7,96.7,96.7,maintenance,lightly active,5,6.5,1.74,2468,Low
28,female,161.5,69.2,65.5,fat loss,very active,5,5.8,2.22,1849,High
17,male,175.7,80.2,84.7,muscle gain,moderately active,1,6.6,2.56,3079,High
56,male,164.7,86.9,93.1,muscle gain,moderately active,4,6.6,1.34,2649,High
36,female,166.8,60.1,60.1,recomposition,very active,5,7.2,4.7,2325,High
31,female,148.7,48.1,48.1,endurance,moderately active,1,6.8,2.08,1835,Moderate
57,female,156.9,50.2,50.2,recomposition,moderately active,6,5.9,2.92,1498,High
33,male,171.5,82.3,82.3,endurance,moderately active,5,8.5,3.54,2744,High
56,male,166.7,54.3,51.1,fat loss,very active,6,7.5,2.71,1700,High
26,female,165.6,40.0,40.0,recomposition,lightly active,4,6.3,1.64,1488,Moderate
20,female,153.3,65.9,65.9,maintenance,sedentary,6,5.9,2.57,1644,Low
33,male,165.8,76.9,67.8,fat loss,moderately active,6,5.2,1.21,1762,Moderate
48,female,174.3,44.5,44.5,recomposition,lightly active,1,5.2,2.27,1395,Moderate
28,female,168.4,74.9,74.9,endurance,extremely active,6,8.3,3.67,2872,High
23,female,150.0,88.4,88.4,maintenance,extremely active,4,8.1,1.51,3128,High
56,female,168.9,67.4,76.7,muscle gain,lightly active,3,6.3,1.92,1919,Moderate
42,female,175.8,93.1,97.8,muscle gain,moderately active,2,8.6,3.8,2570,High
39,female,182.6,59.4,59.4,recomposition,moderately active,3,7.7,2.38,1897,High
28,female,166.3,86.8,86.8,recomposition,lightly active,4,7.2,1.87,2315,High
16,female,153.4,83.7,91.7,muscle gain,sedentary,4,8.0,2.77,2043,Low
18,female,166.0,67.6,67.6,recomposition,extremely active,5,7.7,2.17,2475,High
52,male,182.3,64.5,64.5,recomposition,very active,5,7.2,0.6,2255,High
20,female,161.7,55.0,48.2,fat loss,moderately active,5,6.7,1.55,1614,High
29,female,170.3,40.0,45.2,muscle gain,sedentary,4,6.9,3.94,1569,Low
65,female,157.1,75.7,80.2,muscle gain,moderately active,6,5.1,2.73,2233,High
34,female,165.6,74.2,74.2,recomposition,lightly active,6,6.0,3.52,2198,High
56,male,169.4,99.4,99.4,recomposition,lightly active,6,9.2,1.78,2150,Moderate
34,female,156.3,66.4,66.4,maintenance,extremely active,5,6.0,2.46,2434,High
66,male,172.0,82.5,94.3,muscle gain,very active,2,4.8,2.38,3096,Moderate
60,male,176.0,97.5,97.5,maintenance,lightly active,6,8.1,2.12,2383,Moderate
41,male,165.3,72.7,72.7,endurance,lightly active,6,7.3,2.65,1973,High
52,female,159.5,69.9,69.9,endurance,very active,2,7.4,1.72,2380,High
38,female,165.3,94.6,80.8,fat loss,very active,6,6.8,3.35,2162,High
66,female,162.4,76.1,76.1,maintenance,extremely active,4,8.1,2.83,2286,High
35,male,175.7,74.9,74.9,recomposition,very active,5,8.8,2.38,2601,High
61,male,178.2,87.0,99.8,muscle gain,moderately active,3,6.4,2.59,3195,Moderate
49,female,160.6,74.0,74.0,endurance,very active,2,7.8,2.29,2612,High
50,male,168.5,67.0,67.0,maintenance,lightly active,3,8.3,1.29,1899,Moderate
34,female,156.1,61.4,65.2,muscle gain,sedentary,2,6.3,1.81,1516,Low
60,female,176.5,67.9,67.9,endurance,sedentary,1,8.8,2.37,1754,Low
56,female,170.8,87.7,87.7,recomposition,sedentary,3,8.3,2.25,1926,Low
60,male,174.2,54.4,51.6,fat loss,extremely active,6,5.5,2.95,2318,High
59,male,172.7,74.9,69.1,fat loss,extremely active,1,8.9,2.89,2140,High
24,male,178.2,98.3,98.3,endurance,lightly active,2,5.6,2.11,3094,Moderate
63,female,167.2,68.1,68.1,recomposition,extremely active,2,6.2,1.83,2256,High
61,male,163.4,97.6,97.6,endurance,very active,2,7.8,3.03,2718,High
29,female,153.6,71.3,71.3,endurance,sedentary,1,8.2,2.63,1634,Low
69,male,182.4,67.2,67.2,recomposition,lightly active,2,7.1,2.06,1832,Low
44,male,175.6,77.9,77.9,endurance,lightly active,4,6.2,1.7,2467,Moderate
33,male,163.2,106.2,106.2,endurance,extremely active,3,6.7,2.03,3520,High
28,female,173.2,56.9,56.9,maintenance,very active,4,6.5,2.77,2462,High
35,female,153.1,46.7,46.7,recomposition,lightly active,6,8.0,3.68,1462,High
18,male,168.9,60.4,60.4,endurance,extremely active,1,6.5,2.35,3334,High
53,female,164.5,80.0,80.0,endurance,lightly active,2,6.2,1.92,1944,Moderate
54,female,172.7,72.7,72.7,endurance,extremely active,6,5.2,4.01,2809,High
52,female,165.3,78.0,78.0,endurance,very active,2,6.3,2.24,2365,High
45,female,149.7,73.9,80.3,muscle gain,very active,1,6.9,1.94,2591,High
35,male,175.8,79.5,79.5,maintenance,sedentary,2,5.6,2.21,2039,Low
55,male,186.0,84.2,84.2,endurance,sedentary,3,4.9,2.18,2167,Low
63,female,154.7,75.6,64.4,fat loss,extremely active,2,8.2,3.39,1892,High
20,male,169.1,81.9,71.9,fat loss,very active,4,5.8,1.33,2201,High
36,male,185.7,63.3,63.3,recomposition,lightly active,2,5.4,2.92,2265,Moderate
69,male,165.5,98.9,98.9,endurance,extremely active,4,8.9,2.49,3375,High
62,female,175.7,58.3,58.3,maintenance,lightly active,6,8.0,2.11,1783,Moderate
69,male,178.4,86.1,86.1,endurance,lightly active,2,8.2,2.26,2521,Low
25,male,168.8,65.5,67.6,muscle gain,lightly active,4,7.6,2.32,2329,High
41,female,169.4,68.0,68.0,maintenance,moderately active,5,8.6,2.56,2093,High
23,male,171.4,74.8,74.8,endurance,very active,1,8.1,2.18,2808,High
62,male,179.9,121.7,139.4,muscle gain,sedentary,3,6.6,2.45,2938,Low
44,male,162.1,79.8,79.8,endurance,extremely active,4,5.7,1.96,3246,High
29,male,177.3,68.5,68.5,endurance,lightly active,2,5.5,4.03,2416,Moderate
20,female,158.4,72.7,72.7,recomposition,extremely active,3,6.8,3.21,2585,High
55,female,175.1,83.4,79.2,fat loss,extremely active,3,5.7,2.84,2136,High
59,male,174.7,77.7,77.7,endurance,moderately active,6,6.0,2.19,2767,High
63,female,164.5,111.0,111.0,maintenance,sedentary,1,6.8,3.08,2235,Low
68,female,161.4,59.4,62.1,muscle gain,moderately active,4,8.7,2.71,2064,Moderate
59,female,159.8,72.7,72.7,maintenance,very active,6,5.2,2.58,2168,High
58,female,178.2,68.0,68.0,maintenance,extremely active,6,7.0,2.13,2611,High
59,female,159.9,68.6,74.2,muscle gain,sedentary,4,5.5,2.69,1758,Low
69,male,178.3,82.9,82.9,recomposition,very active,3,6.3,3.68,2642,High
41,male,159.0,69.8,64.4,fat loss,lightly active,1,8.1,2.56,1832,Low
56,female,163.3,56.9,56.9,recomposition,very active,2,6.0,2.32,2023,High
60,female,162.3,45.0,50.0,muscle gain,moderately active,5,6.7,2.57,2033,High
22,female,155.2,53.4,53.4,recomposition,extremely active,1,7.2,2.53,2252,High
53,male,181.2,77.9,77.9,endurance,sedentary,5,7.8,2.12,1779,Moderate
34,male,179.9,95.3,95.3,maintenance,moderately active,6,6.3,1.98,2977,High
23,female,170.2,41.9,41.9,endurance,very active,3,8.5,3.06,2136,High
25,male,161.0,75.1,83.2,muscle gain,lightly active,5,6.5,3.34,2547,High
22,female,163.4,42.2,42.2,endurance,lightly active,6,7.6,4.09,1873,High
64,female,160.5,67.6,67.6,maintenance,lightly active,5,6.8,2.82,1594,Moderate
57,female,159.5,52.3,52.3,maintenance,very active,4,7.9,2.58,1760,High
21,male,169.4,67.9,64.6,fat loss,lightly active,4,9.4,3.13,1732,Moderate
49,female,152.1,75.2,75.2,recomposition,extremely active,2,6.7,1.86,2643,High
51,female,158.1,80.7,80.7,recomposition,lightly active,1,7.0,2.95,1752,Low
44,female,169.3,64.2,64.2,maintenance,moderately active,5,6.5,3.23,2076,High
48,female,160.0,65.5,56.8,fat loss,extremely active,4,6.3,3.22,2117,High
64,male,184.9,80.4,80.4,recomposition,sedentary,6,6.2,3.67,1950,Low
44,female,160.4,54.6,54.6,recomposition,lightly active,5,7.0,2.08,1319,Moderate
51,female,171.7,80.3,80.3,endurance,extremely active,2,6.1,2.16,2829,High
46,female,156.5,72.8,72.8,endurance,lightly active,6,6.1,2.35,1824,High
37,female,164.9,69.4,76.9,muscle gain,lightly active,1,3.2,1.72,1901,Moderate
64,male,175.1,61.4,63.3,muscle gain,sedentary,1,8.7,2.88,1819,Low
38,female,163.5,51.1,51.1,endurance,sedentary,4,9.0,2.97,1246,Moderate
59,male,162.5,85.5,82.5,fat loss,sedentary,4,7.8,2.89,1547,Low
48,male,167.2,91.2,91.2,endurance,extremely active,5,6.0,2.6,3437,High
52,female,168.6,87.2,76.3,fat loss,moderately active,4,5.5,3.2,1787,Moderate
57,male,160.7,88.6,88.6,maintenance,lightly active,2,5.1,2.9,1974,Low
55,male,167.3,93.6,83.0,fat loss,extremely active,1,7.8,2.08,2819,High
46,female,163.3,58.9,58.9,endurance,very active,6,8.5,0.5,2132,High
49,female,151.1,96.4,96.4,maintenance,lightly active,3,7.2,2.27,2202,Moderate
43,male,186.9,79.5,79.5,endurance,lightly active,2,8.0,2.53,2512,Low
34,male,173.1,79.7,76.6,fat loss,lightly active,1,7.5,2.53,2050,Moderate
55,male,173.8,81.7,72.5,fat loss,very active,5,6.1,2.37,2333,High
63,female,161.2,64.1,64.1,maintenance,very active,6,8.2,2.12,2036,High
54,male,173.3,87.1,80.2,fat loss,very active,6,8.1,1.91,2214,High
57,female,149.4,78.3,78.3,maintenance,moderately active,6,5.8,1.78,2123,Moderate
60,female,174.5,56.0,56.0,recomposition,moderately active,2,8.0,2.8,1730,Moderate
35,female,158.9,85.0,85.0,maintenance,extremely active,1,6.8,3.26,2724,High
19,male,194.4,108.0,108.0,recomposition,moderately active,4,6.7,1.62,3216,High
34,female,151.8,71.1,63.3,fat loss,very active,4,7.5,2.46,1829,High
56,male,167.4,77.1,86.2,muscle gain,lightly active,1,7.4,3.05,2500,Low
60,male,177.6,86.3,81.1,fat loss,moderately active,6,8.1,2.37,1846,High
43,male,169.5,99.8,99.8,maintenance,sedentary,4,6.0,3.0,2534,Low
58,male,178.1,66.7,74.7,muscle gain,moderately active,5,7.7,3.25,2668,High
20,female,162.9,48.3,48.3,maintenance,extremely active,4,5.6,2.78,2354,High
50,male,167.2,69.2,61.4,fat loss,very active,6,6.8,2.15,2114,High
52,female,158.2,72.8,72.8,maintenance,extremely active,5,6.9,3.42,2236,High
43,male,182.0,80.1,80.1,recomposition,lightly active,4,8.2,2.31,2275,Low
54,male,178.5,79.3,71.6,fat loss,very active,4,7.0,2.31,2357,High
42,male,181.0,61.8,61.8,recomposition,very active,6,6.7,2.86,2486,High
44,male,177.6,92.7,101.6,muscle gain,very active,3,8.7,2.29,3631,High
48,male,176.2,62.0,62.0,endurance,very active,6,6.5,2.34,2820,High
58,female,160.6,55.4,55.4,endurance,moderately active,1,6.4,2.24,1723,Moderate
29,female,165.4,67.0,67.0,maintenance,lightly active,1,4.7,2.37,2066,Low
32,male,182.2,105.1,90.4,fat loss,moderately active,1,6.7,2.64,2514,Moderate
38,female,166.5,63.7,71.2,muscle gain,lightly active,3,5.9,1.12,2277,Moderate
26,female,162.7,78.3,78.3,recomposition,very active,4,6.7,2.43,2667,High
34,male,186.1,91.2,93.9,muscle gain,extremely active,6,7.3,1.26,4164,High
34,male,174.9,78.7,78.7,recomposition,sedentary,6,5.7,2.22,1860,Moderate
32,male,175.5,98.7,98.7,endurance,very active,1,6.0,2.74,3470,High
38,female,174.5,65.0,65.0,endurance,moderately active,5,5.1,2.27,2398,High
43,female,173.1,49.1,51.6,muscle gain,sedentary,2,6.4,2.99,1555,Low
53,male,169.3,62.4,62.4,endurance,lightly active,3,5.9,2.74,2107,Moderate
32,female,149.5,57.3,59.5,muscle gain,extremely active,6,9.6,0.99,2607,High
61,female,163.2,40.4,40.4,endurance,lightly active,6,8.8,3.34,1374,High
41,female,159.4,66.6,64.0,fat loss,sedentary,5,8.6,2.67,1183,Moderate
54,male,180.5,78.0,78.0,maintenance,very active,2,5.4,2.1,3106,Moderate
22,female,155.6,81.3,81.3,recomposition,lightly active,1,6.8,2.17,2035,Low
25,female,168.3,53.2,51.0,fat loss,lightly active,6,5.6,1.04,1402,High
40,female,169.9,69.2,69.2,maintenance,sedentary,2,9.2,2.65,1592,Low
35,female,171.2,82.7,88.2,muscle gain,very active,2,8.0,2.96,3178,High
42,female,160.3,60.5,60.5,endurance,extremely active,4,5.7,2.02,2455,High
24,female,155.6,75.0,75.0,maintenance,extremely active,2,7.4,1.87,2899,High
41,male,174.3,81.3,76.9,fat loss,sedentary,4,5.2,2.6,1544,Low
53,male,175.4,66.9,63.9,fat loss,extremely active,6,6.8,3.34,2330,High
55,male,168.8,63.3,58.3,fat loss,very active,3,6.8,3.26,1901,High
29,male,179.0,48.3,41.6,fat loss,extremely active,3,7.9,3.08,2454,High
34,female,161.4,63.4,63.4,maintenance,sedentary,6,8.2,3.91,1609,Moderate
44,female,159.5,86.0,90.7,muscle gain,extremely active,6,7.0,3.15,2953,High
43,female,167.6,76.2,80.2,muscle gain,lightly active,1,6.7,3.31,2331,Low
58,female,162.3,91.0,98.3,muscle gain,lightly active,5,3.1,2.56,2437,Moderate
37,male,180.5,69.9,69.9,maintenance,extremely active,1,8.9,2.26,3066,High
52,male,169.4,64.8,64.8,maintenance,very active,1,6.2,3.29,2383,High
63,female,165.4,71.9,71.9,maintenance,moderately active,4,7.1,1.81,1717,Moderate
32,male,182.6,68.4,68.4,endurance,very active,1,9.7,2.8,3225,High
60,female,157.0,59.8,66.1,muscle gain,lightly active,2,5.6,2.07,1541,Low
33,male,177.6,65.5,71.8,muscle gain,extremely active,3,7.0,2.74,3406,High
34,male,171.6,78.5,78.5,maintenance,sedentary,3,7.6,2.69,1821,Low
51,female,162.9,64.0,54.9,fat loss,moderately active,4,8.3,2.61,1707,High
49,female,159.3,91.5,91.5,recomposition,sedentary,6,7.0,2.49,1853,Low
45,female,164.7,63.4,63.4,maintenance,moderately active,3,8.4,2.87,2016,Moderate
28,male,184.3,82.8,93.6,muscle gain,moderately active,2,6.5,2.98,3404,High
21,female,171.3,73.6,79.3,muscle gain,extremely active,2,7.7,1.52,3252,High
65,female,172.9,50.7,50.7,maintenance,extremely active,6,7.5,2.47,1990,High
63,female,153.8,66.6,66.6,endurance,very active,2,6.9,2.21,1875,High
63,male,175.7,76.2,82.2,muscle gain,extremely active,1,7.4,2.64,3455,High
43,male,167.3,80.4,80.4,maintenance,sedentary,4,6.0,2.21,1848,Low
63,female,163.6,76.1,71.9,fat loss,moderately active,5,6.6,3.39,1867,Moderate
41,male,185.4,73.0,75.3,muscle gain,moderately active,1,5.5,2.45,2736,Moderate
20,female,159.1,55.9,55.9,recomposition,sedentary,4,6.5,3.19,1563,Moderate
26,male,182.1,73.2,73.2,recomposition,moderately active,3,8.4,1.83,2766,High
